10000 10000
2389 7342 0.751000
2387 7820 -1.400100
2387 4064 0.184200
2387 2708 1.030100
2386 1 0.789700
2384 3140 -1.450500
2383 3924 0.089500
2382 9398 0.218100
2381 3190 0.894400
2380 6408 -0.046600
2380 2896 1.259400
2379 7208 1.386500
2379 1838 0.172400
2377 2404 1.167800
2376 9231 0.244800
2376 3121 0.102900
2376 2004 0.772200
2374 7791 -0.352100
2373 1359 0.077600
2372 8525 -0.279000
2370 2328 -0.611700
2368 9266 -0.157300
2365 6071 0.755000
2365 5056 0.282800
2363 2750 -2.413400
2361 4145 -2.036600
2360 7760 -2.800800
2359 8748 -1.573200
2359 7231 1.952000
2359 7223 -2.529300
2357 5762 1.868200
2356 3756 -0.330100
2354 4585 0.492000
2353 9981 -0.155700
2352 1809 -0.991900
2351 2889 1.210000
2349 8276 0.014100
2349 989 0.942100
2347 9451 -1.105100
2347 9069 0.606800
2346 6837 1.977800
2346 6171 0.155700
2344 6303 1.557300
2342 9224 -2.865400
2342 3131 -0.518300
2342 141 -0.889100
2341 3886 0.144500
2338 4394 -0.980900
2337 8331 0.031800
2335 9875 -0.303800
2331 4049 0.083300
2330 2391 -1.117200
2329 8763 2.008200
2326 9961 0.394700
2325 8087 1.138400
2323 3040 1.096200
2322 1388 0.848700
2322 495 0.121200
2321 8875 -0.159300
2320 6446 -1.575500
2319 1993 -1.348200
2318 7619 0.113200
2318 1282 1.218000
2317 2218 -0.630700
2316 6329 -0.104700
2316 189 -1.130700
2315 931 0.577700
2314 6392 0.504400
2311 3415 0.526100
2310 560 -0.038000
2309 8738 -0.823200
2309 1470 -0.413600
2307 7644 -0.892600
2307 6567 -1.278600
2307 852 1.453000
2306 6863 -1.141400
2306 5983 1.471200
2305 4643 -0.725200
2304 772 -1.022600
2303 4613 -0.001600
2302 1984 1.426900
2302 1409 -0.416700
2301 6674 -0.862900
2300 1863 -0.159500
2298 6969 -0.344800
2298 5547 -0.495000
2298 2932 0.497200
2298 1530 -0.078700
2297 9128 -0.273200
2296 2744 0.381800
2293 9836 -0.405100
2293 7059 -0.000600
2293 3411 1.294600
2292 8083 0.146300
2292 4508 -2.957400
2290 4621 0.272600
2289 8223 -1.199500
2289 2983 0.638400
2286 3731 0.048700
2282 4144 0.179600
2279 5813 -1.469700
2278 5111 0.616200
2277 5230 0.427200
2276 3816 -0.169100
2276 2367 0.410000
2275 3073 -0.390500
2274 6797 0.061800
2273 9258 -0.992000
2273 3597 -0.085800
2272 5634 0.383200
2271 524 0.252800
2269 1688 -0.389700
2266 9941 -0.994100
2266 8311 1.117500
2266 4744 0.803000
2266 2948 2.056700
2265 448 1.452900
2264 9960 1.309900
2262 5081 0.046900
2261 7601 0.874800
2259 8235 -0.518700
2256 8900 -1.757700
2256 1635 1.306200
2255 7459 -0.619400
2253 7994 -1.098400
2250 4694 0.388000
2250 1292 0.216600
2249 5278 -1.190000
2248 5128 -0.154300
2247 8550 0.168000
2247 6694 -0.068100
2247 4377 0.138600
2247 211 1.632300
2246 6180 0.752800
2246 3082 1.509400
2245 9830 0.694800
2245 9770 -1.485000
2245 6822 0.994300
2245 376 -0.823900
2244 7773 0.021000
2244 21 -0.879200
2241 5414 0.066100
2241 3818 1.894500
2240 8182 -1.615000
2239 4086 -0.690500
2238 7966 0.475000
2236 7715 -0.140400
2236 7333 3.026600
2231 5884 -0.712900
2231 5786 -0.986800
2227 9559 0.579500
2226 5875 1.760300
2225 1224 -1.100300
2221 5808 0.662000
2220 196 0.344000
2219 3645 -0.725600
2218 8068 1.011900
2218 2359 0.534500
2215 3850 -0.587800
2212 3593 -0.519800
2209 3116 -0.317800
2209 2943 0.936900
2204 9050 -2.079900
2199 2594 0.270400
2198 7409 0.571600
2196 4538 -1.148600
2196 4377 0.782500
2195 168 0.738600
2194 2917 0.010200
2194 1974 1.088700
2193 5998 1.443800
2192 9857 1.780700
2192 4658 1.027900
2191 3872 -1.197000
2189 8772 -0.421400
2189 7820 1.045500
2189 230 -1.631500
2186 8708 -0.536200
2186 5775 1.612200
2185 4055 -0.171700
2185 3049 0.544000
2185 2779 -2.523800
2182 4800 -1.123600
2179 5301 1.757500
2178 7378 -0.450400
2178 6640 -0.180300
2176 5356 1.005500
2173 9127 1.278100
2172 49 -0.133300
2170 9870 -0.802300
2169 4428 0.833100
2168 1792 0.422300
2167 7232 1.098800
2166 5768 1.724700
2165 1658 -1.069800
2163 7829 -0.502000
2163 3904 -0.542800
2163 2118 -0.260500
2161 8851 -0.417200
2159 1126 -0.532400
2159 365 0.703000
2155 8066 0.175600
2154 7884 -1.554800
2153 8938 -0.179500
2152 9749 -0.603900
2151 8448 0.251700
2151 7578 -0.754200
2151 2571 0.056800
2148 5708 0.803600
2148 4236 0.783600
2147 8885 -2.156100
2147 8821 0.074400
2147 8111 0.877600
2147 4742 -0.840300
2146 9577 -0.534400
2146 8328 0.110000
2146 6136 0.240600
2146 2132 -0.898800
2145 3644 -1.113200
2144 5632 -0.580900
2143 9271 -1.640400
2143 5456 -0.471900
2142 3286 -0.510800
2140 7134 0.221400
2140 4671 0.091600
2140 1981 2.436400
2139 3060 0.878300
2138 2301 0.236700
2137 6715 -0.037000
2137 1824 0.954000
2136 884 -0.843800
2135 8316 -0.535800
2135 3569 -0.094200
2133 5604 1.720500
2133 3673 -0.452600
2133 3201 0.517900
2132 8809 0.365600
2132 7065 1.336300
2132 4175 0.457400
2130 7941 0.030700
2130 5379 -1.365600
2129 4901 1.738300
2128 4223 0.820700
2128 3719 1.155500
2127 112 1.114900
2125 4555 0.262400
2123 9602 -0.380900
2123 5786 0.257300
2122 5822 0.215000
2122 5710 -0.277400
2121 8317 0.235900
2121 3585 0.942900
2120 3614 0.568300
2118 6886 -1.243000
2118 6247 -0.524700
2117 8892 -0.672500
2114 8438 -0.771600
2113 4320 0.690600
2111 7815 0.315700
2106 4966 0.167600
2105 9218 1.383700
2104 9797 -0.438700
2104 2122 -0.644300
2104 103 -0.751800
2103 9042 1.125400
2103 8429 -0.433200
2103 6757 0.923600
2102 9387 -1.300600
2100 5975 0.547500
2098 6980 1.299100
2098 5101 1.965700
2098 4624 -0.683800
2096 5139 -0.986000
2096 1798 0.316300
2095 8414 -0.776900
2095 7513 -1.704000
2095 525 0.872700
2094 6803 -0.706900
2092 8792 0.625100
2092 7378 -1.187700
2092 2272 -1.413500
2091 7357 0.181100
2090 5673 0.182300
2087 8942 0.358900
2083 8429 -0.636800
2083 3357 0.158300
2083 786 0.724400
2082 6942 -1.092200
2082 5247 1.038500
2082 139 1.672700
2080 358 0.361900
2079 5540 0.843100
2079 4902 -1.453200
2076 9899 -0.642600
2075 7589 -0.444000
2074 8866 -0.748300
2072 3352 0.994000
2072 1504 0.530200
2072 787 -0.357900
2065 8508 -1.121700
2065 7567 0.348000
2064 4630 -1.140400
2064 2125 -0.155800
2062 5943 0.824500
2059 5714 0.464700
2057 1654 1.527200
2057 801 -0.376300
2056 7504 0.689800
2056 81 1.216800
2054 6947 -0.618600
2054 3705 0.388200
2051 1088 1.279600
2050 6369 1.374800
2050 3371 1.036500
2049 8824 0.573800
2048 9252 -1.131700
2048 8315 1.776000
2047 7805 -0.953700
2045 4199 -1.295700
2043 3311 -0.658100
2041 5805 -0.263800
2038 6029 0.286000
2038 4389 -0.623500
2036 7843 -0.190600
2033 4276 1.272000
2032 3473 0.234300
2031 5592 -0.004700
2031 2184 0.124600
2029 9245 1.451900
2027 256 -1.152000
2026 5561 0.967700
2023 9533 -0.309200
2023 6262 -1.346500
2023 3169 -0.600200
2022 2832 -0.085200
2021 2483 -0.173000
2019 8423 0.619000
2018 3771 0.891300
2017 8142 -1.334200
2017 6154 1.185200
2016 3504 0.312800
2013 3646 -0.222200
2011 8784 -1.271000
2011 4634 0.764500
2008 2014 -0.893000
2007 3086 -0.076100
2007 3027 0.867100
2006 8318 0.559300
2006 953 1.100300
2006 39 0.571100
2005 4451 -0.776400
2005 4039 0.991600
2005 587 0.810400
2002 9835 -0.728700
2002 7312 0.886900
2000 6280 0.876200
2000 3598 2.332800
1999 6043 -0.033100
1998 2184 0.695800
1997 3580 0.227300
1997 1098 -0.891000
1994 6814 -1.893300
1994 3212 0.681600
1994 2965 -0.830200
1992 2619 -1.499000
1991 8365 0.302900
1991 4672 1.478600
1988 7493 0.300000
1987 1906 -0.890500
1985 5112 1.556900
1984 8551 0.659100
1984 3477 1.656800
1983 6588 0.562800
1983 4346 0.366300
1982 2889 0.038000
1980 7683 0.588800
1977 9312 1.721600
1977 6654 -0.136400
1976 3773 -0.605600
1975 9692 0.650300
1975 492 -0.934300
1974 3687 0.112100
1969 1139 -1.117600
1967 3536 1.155300
1965 5597 0.217500
1965 2115 -1.255100
1963 9819 2.128600
1963 8620 1.578100
1963 7836 0.883100
1962 3817 1.719500
1961 6602 0.230900
1961 4228 -0.802600
1960 6044 0.771700
1959 7374 -0.834500
1958 7163 -0.001700
1957 2095 -1.383900
1957 92 -2.081500
1955 3762 0.455000
1954 6839 2.781700
1953 6251 0.445800
1951 8317 -0.882800
1951 4657 -0.481600
1950 8551 -0.947100
1948 6959 0.654000
1947 5545 -1.279500
1946 6883 0.267700
1946 5165 -0.080200
1946 2226 -1.095300
1944 9895 1.759300
1944 4537 0.646300
1942 4896 -0.792400
1941 6807 1.248100
1939 1663 -0.548500
1937 7079 0.311500
1936 7691 -1.476300
1936 5037 -1.180900
1932 1124 0.758600
1931 3632 0.111100
1931 3487 -0.272000
1929 4806 0.822100
1927 3914 0.202400
1924 9249 -1.565800
1924 313 -0.492200
1923 1689 0.141800
1919 3983 -0.139000
1918 7189 1.247600
1917 3368 0.197900
1916 6619 0.570700
1916 2419 -1.979700
1915 8269 0.221800
1914 8462 -0.083400
1913 9388 0.320800
1913 3499 1.377100
1911 705 -0.301100
1910 2748 0.591800
1908 6101 0.957700
1908 1612 0.794800
1907 7172 1.151400
1907 2429 -0.817200
1906 8021 -0.274900
1906 6821 -0.229500
1905 2214 -1.623700
1903 1744 -0.713600
1902 9350 -0.942600
1902 4822 0.395300
1902 322 0.733700
1901 4205 -2.128300
1900 6829 0.253600
1899 7741 -1.120600
1899 6982 -2.143800
1896 6540 -0.554100
1896 5361 -0.461700
1895 6575 1.308600
1895 4482 -0.087300
1895 2888 -0.697900
1894 5391 1.095700
1892 4786 -0.275800
1890 3612 0.597100
1889 8086 -1.368500
1888 5007 1.022600
1887 8688 0.204800
1887 1383 0.032700
1885 5785 1.504700
1885 5570 0.490800
1884 7861 -2.268100
1884 4153 -0.485300
1884 1225 0.411800
1883 6260 0.147200
1883 5272 1.208700
1882 4383 -0.141900
1881 9188 -0.730600
1881 7601 -1.551800
1879 8152 -0.503100
1879 2493 -0.746700
1877 6848 0.715700
1877 265 2.134900
1874 8532 -0.149400
1874 4370 -0.064900
1872 4209 -0.511500
1872 1293 1.196800
1871 5029 -1.276200
1869 2079 -0.099700
1869 38 -0.384100
1860 9267 1.370200
1859 9298 0.697600
1857 9076 -0.996200
1856 5771 0.102000
1856 1681 0.896600
1853 4522 -0.361700
1851 4850 1.867500
1851 3609 -1.198400
1849 7061 -0.326800
1849 6260 0.442400
1847 7512 0.240300
1842 1944 1.210900
1841 9394 -0.195700
1840 9920 0.600800
1839 9793 0.233000
1837 5206 1.221200
1837 808 2.892200
1836 1695 0.873800
1835 7551 -0.529200
1833 8497 0.039200
1833 4043 -0.263800
1833 3050 0.416500
1833 2979 0.503300
1830 2619 0.119400
1828 1955 -0.915500
1827 9637 -0.198300
1827 9370 1.069600
1827 1093 0.743100
1826 7628 -0.420100
1825 5497 -0.104900
1824 7942 -1.381600
1824 3016 0.878900
1823 6923 1.040500
1823 138 -0.858300
1822 8191 1.063200
1822 7029 -0.000100
1821 6946 -0.397800
1820 6811 1.438500
1820 682 -0.027300
1817 2483 0.962400
1816 2580 -0.226200
1815 3100 -0.172500
1813 5031 -0.183700
1811 7108 0.416300
1811 4013 0.259000
1810 3467 1.436900
1809 5852 0.163200
1808 9433 -0.794500
1808 9330 -0.601600
1808 9049 0.006700
1808 5891 -0.316100
1808 5691 -0.589600
1807 5586 -0.904600
1807 3864 1.155100
1806 8694 2.356500
1805 5401 0.752900
1804 9470 -2.420100
1804 6703 -0.004600
1802 5465 -0.847500
1801 6718 0.105000
1800 5952 0.947600
1800 5543 -0.365700
1799 7000 -1.338600
1795 6872 0.871200
1794 7969 -0.071000
1793 8050 0.440900
1793 546 0.122500
1792 8289 0.388300
1792 7054 -1.284300
1791 8143 -0.072900
1791 6094 -0.089600
1789 9727 0.294200
1789 4698 -1.024700
1788 3754 0.077800
1787 5235 -1.278000
1787 340 -0.215800
1786 5980 -1.000800
1785 9981 0.804600
1785 8030 0.425400
1784 9008 -0.503000
1783 8411 -0.484100
1782 5184 0.628400
1781 5971 -0.649500
1781 3017 0.498200
1781 2890 2.533500
1780 191 -1.881200
1779 303 -1.234300
1778 4134 -0.719200
1778 2116 0.427100
1777 1200 1.147900
1776 6490 1.266100
1776 5568 0.508700
1772 8546 -0.215600
1771 7350 0.967300
1771 1603 -1.140900
1770 4537 0.572100
1770 2108 -0.350000
1769 2585 0.144700
1769 1559 -0.050300
1768 9717 -0.332300
1765 8999 -1.100400
1765 8066 0.109400
1765 1622 1.651000
1764 6351 1.441000
1763 2929 0.371200
1763 1009 -0.276300
1760 3246 0.369500
1760 1330 1.486700
1759 5087 -0.054300
1756 8102 0.942600
1756 2107 -0.701500
1754 7096 -2.191700
1753 5900 -0.298500
1753 5723 0.121200
1752 9472 -0.147400
1752 7892 0.902200
1752 6174 0.070100
1752 5463 -1.447800
1751 3710 -0.856400
1748 867 -0.701100
1746 3492 -0.682500
1745 5150 0.592500
1744 6548 0.483800
1743 5906 -0.318400
1743 4575 -1.686700
1742 9620 1.442300
1742 4947 0.544200
1742 164 0.178400
1741 8961 -0.230100
1741 7173 1.430400
1741 4252 -0.598100
1741 1631 -1.026500
1741 217 0.587500
1740 1799 0.385500
1739 8111 1.118400
1738 4680 0.614100
1733 7424 1.795100
1733 366 0.556900
1732 7455 0.233900
1728 8499 -0.637400
1728 138 0.155500
1725 6081 0.983100
1723 3087 1.018900
1722 3775 -2.243200
1722 1005 1.676100
1720 9838 0.803600
1720 9120 -2.678500
1720 8004 -0.867800
1720 2529 1.061900
1719 8554 0.967200
1719 7820 -0.632200
1719 5870 -0.285700
1718 6282 -0.706000
1718 1187 0.469800
1715 5642 1.118400
1714 9929 -0.120100
1714 6435 1.318700
1714 1822 -0.021000
1711 6773 -0.584600
1711 1313 -2.684100
1709 9475 -1.191800
1708 9234 0.520500
1708 4491 -0.484300
1707 9234 -1.243800
1705 6396 1.869000
1704 6136 -0.827100
1704 4712 -0.894200
1703 8690 -1.111100
1703 3634 0.316500
1702 4440 1.512400
1700 7459 1.230100
1698 40 0.334500
1697 6701 0.703800
1696 8161 0.570800
1694 2115 -0.945200
1691 3118 -0.889000
1689 7400 -0.273800
1688 6591 -0.513100
1687 707 0.752000
1686 7611 0.828300
1686 2379 0.276500
1685 6738 -0.130600
1685 816 -0.013100
1684 9781 1.271200
1684 5388 0.895400
1683 3866 0.444000
1680 9720 0.890700
1680 7745 -0.263600
1680 877 2.098400
1679 4546 -0.170800
1678 2170 0.062000
1678 1170 -1.236900
1675 5773 0.325000
1674 4662 -1.187400
1670 4804 -1.296700
1665 2533 0.974500
1663 2823 0.538200
1661 9630 -0.159200
1661 4948 -1.323800
1660 8719 -0.796800
1660 4477 1.657200
1660 3584 0.727800
1658 9918 0.843700
1658 6245 0.173400
1658 4227 0.741500
1658 2839 -1.461900
1657 6988 1.205400
1657 6693 -0.600000
1657 4240 0.363700
1656 3619 -1.897600
1655 2626 -0.622500
1654 8726 -0.592400
1652 6416 0.163400
1651 7916 1.344100
1651 732 -0.135400
1650 1283 0.268700
1648 6775 0.041600
1647 7288 -2.003300
1647 5344 2.308300
1647 2993 0.626500
1645 6410 -0.810900
1645 1694 0.356800
1644 5261 1.816300
1644 3657 -0.104300
1643 5901 -1.239100
1643 1299 -0.490300
1642 8780 -0.500000
1642 5993 0.128000
1642 5451 -0.116400
1641 2809 0.323300
1641 1952 -0.931500
1640 3528 -1.436700
1639 516 -1.695700
1638 6500 -1.852000
1638 3671 1.368000
1636 9917 0.518800
1635 2254 0.799800
1635 1708 0.949200
1634 4020 0.436300
1634 478 -0.377400
1633 1562 0.000200
1632 9194 0.561000
1632 5409 -0.968400
1631 8295 0.337100
1631 2959 -0.924900
1631 360 -1.801900
1629 5346 1.723200
1629 1092 -0.065100
1627 6676 0.382100
1627 2751 -0.398200
1626 8417 0.601900
1626 3924 -1.300200
1626 3698 -0.772000
1625 5997 0.633200
1625 4812 0.289600
1625 3599 -1.581600
1624 9882 -0.054500
1624 9124 -0.171000
1624 7551 1.413800
1623 7967 -0.011700
1623 7732 -0.306200
1623 5160 0.974100
1620 7062 -0.341200
1619 4612 -0.171000
1617 5976 -1.335500
1617 2778 1.262300
1615 7572 -1.685100
1615 4290 1.301000
1613 1959 0.395800
1612 8256 -0.011400
1611 5892 0.672500
1611 2558 -0.003500
1610 9997 -0.243200
1609 8328 -1.845800
1609 7169 -0.732900
1608 2985 1.363400
1606 7250 -1.057500
1605 6469 0.276200
1602 672 0.174600
1601 8508 -1.211500
1601 3110 -1.217400
1600 6362 0.007400
1600 3409 0.365500
1599 7373 0.871000
1597 8669 0.479700
1597 742 -0.890100
1596 6377 -0.772100
1596 3724 -1.131500
1596 1847 0.537100
1593 2623 -1.885600
1593 2576 -0.758500
1591 1955 -1.185500
1588 9357 -0.645200
1588 6297 1.959300
1588 3887 -0.062800
1586 8347 -0.529000
1586 3672 -0.272000
1584 8879 0.259700
1583 8584 1.007700
1581 5791 -0.186400
1581 5519 -1.223500
1581 5385 -1.840900
1580 5679 -1.377500
1580 5127 -1.061000
1580 2377 -0.102700
1580 533 -0.939800
1579 3754 0.191200
1578 5468 0.878800
1577 1835 -0.351400
1576 4708 0.556500
1575 8734 -1.019800
1575 5645 2.495800
1575 1481 -0.508000
1574 4200 -1.509500
1573 7412 -1.031100
1571 9945 1.543300
1571 9289 0.517000
1571 3972 0.595000
1571 2067 -0.480400
1568 7561 0.062900
1568 4818 -0.171300
1568 4399 -0.848700
1566 9262 -1.821000
1566 5791 -0.143100
1566 4964 0.941200
1565 8124 0.765600
1565 7653 0.619700
1565 999 0.884200
1564 3179 0.109200
1563 6908 1.115200
1562 1639 0.012400
1562 1625 1.339200
1562 238 -1.067800
1560 9381 0.725400
1558 9617 -1.441500
1555 1743 -0.277000
1550 7577 1.992100
1549 8062 1.480800
1549 2108 1.379300
1548 7499 2.339800
1548 5440 -1.589300
1547 7213 1.378400
1546 4377 -0.302600
1545 9122 -0.495300
1542 6437 -0.476500
1541 9200 -0.349500
1540 6850 -1.888400
1540 6842 0.800500
1539 4824 0.456200
1539 1432 -2.142000
1538 1527 0.967900
1535 6307 1.115400
1532 1523 0.500700
1530 4950 -1.157300
1530 586 1.339500
1529 242 -0.971100
1527 7378 0.364600
1527 7362 0.170000
1527 955 2.623200
1526 8071 0.524100
1525 9738 -0.978700
1525 3145 0.604700
1523 9856 1.118600
1523 1443 0.765900
1523 390 -0.046700
1522 4962 -0.917900
1518 4372 0.453900
1517 5535 -0.247500
1517 2680 0.143500
1514 1076 0.892500
1513 9231 0.984000
1512 1727 -0.466500
1511 7837 -0.434000
1511 2011 -1.076300
1510 7949 0.434700
1509 6732 -0.681200
1508 113 -0.966500
1507 3306 0.270400
1506 7280 0.434000
1504 5059 -1.129100
1501 5505 -0.164100
1500 1250 -1.775900
1499 9975 0.154200
1498 5426 -0.812600
1498 3041 -1.021300
1496 4116 1.256000
1496 2775 -0.447300
1494 8612 0.964800
1491 2470 -2.116300
1488 8957 -0.209900
1486 7164 0.235100
1485 7400 -1.009400
1483 6170 -0.437500
1482 2798 -0.125300
1481 1917 0.737600
1481 883 0.253500
1480 6617 0.128500
1479 7392 -0.407400
1479 5841 0.994000
1474 6092 -0.755200
1474 2671 -0.555900
1473 6696 -0.913200
1471 626 -1.184300
1469 642 -0.685800
1468 4653 1.019700
1468 2282 -0.465400
1464 3763 -1.513400
1462 9224 0.259800
1462 7235 -1.690900
1460 5063 1.635500
1460 815 -1.078800
1459 7876 0.282200
1459 633 -0.182900
1458 6184 0.783300
1457 1117 -0.397300
1455 4942 -0.188500
1454 2684 0.186100
1453 3930 0.857700
1452 8631 -0.181900
1451 1675 0.372100
1451 832 -1.234500
1450 5775 -1.857900
1447 9333 0.032200
1446 3785 0.356300
1445 5439 1.082200
1444 6422 -1.149000
1444 4113 0.223100
1441 3382 0.657000
1440 3308 1.535800
1440 3001 -1.158700
1440 2735 -1.266500
1440 169 -1.276600
1439 8860 -0.131200
1438 3084 1.213200
1438 430 -2.165100
1437 5425 -0.836100
1437 1246 -1.924200
1435 4414 -0.642300
1435 4336 0.926500
1434 9789 -0.068800
1434 6440 0.282800
1433 2085 -0.673900
1430 8450 1.325300
1427 8197 2.090800
1425 4989 -0.754600
1425 2119 0.112900
1420 7540 -0.245200
1420 5613 0.873700
1420 3922 -2.135400
1419 5911 -1.237100
1417 4719 0.468300
1416 8477 0.837000
1416 4050 -0.822300
1416 3392 0.531200
1416 1890 0.407400
1414 3056 0.040000
1414 223 1.006700
1412 5154 0.655300
1412 4137 0.672600
1411 1820 1.865200
1409 6898 0.250000
1409 6513 -0.871900
1409 4829 1.219900
1409 4346 -0.274100
1408 9365 -0.598300
1408 7830 0.782500
1407 5845 -0.287600
1405 6553 1.528400
1404 5180 -0.664700
1403 82 0.601100
1402 7771 -1.022700
1402 998 -1.561000
1401 7714 -0.421900
1401 2545 -0.363300
1400 2909 1.605600
1398 5144 -0.254700
1397 6613 -0.281400
1396 1497 0.294400
1395 9362 -1.972300
1395 3612 0.128800
1394 7362 1.198800
1393 6829 1.158900
1393 343 -1.736300
1392 731 1.325300
1391 4209 -1.808100
1390 8255 1.599900
1389 4859 0.414300
1389 2394 -0.205000
1389 2106 -0.368800
1389 115 -0.907200
1388 7455 1.926600
1386 7088 0.510800
1386 4150 0.294300
1385 7181 2.297000
1385 1329 -1.803900
1385 711 -0.206700
1384 4969 -0.939100
1383 7586 -1.225600
1382 8876 -0.500300
1381 7243 -0.546900
1379 2044 -0.327300
1378 6354 -0.514800
1377 8990 -1.580700
1377 6174 -0.064000
1375 4648 0.288800
1372 8030 0.320100
1372 3034 0.038000
1369 8348 -1.958200
1364 4205 -1.542000
1363 8428 0.161100
1362 7764 1.023900
1361 5953 -0.230300
1361 4356 -0.187300
1360 7601 0.500100
1360 5931 0.959200
1359 7763 -1.038100
1357 2871 2.115400
1357 2253 -0.004600
1356 3713 0.660800
1355 9093 -0.870800
1350 6657 0.250000
1350 2961 -0.622100
1349 5776 -0.887700
1348 9398 -1.749900
1348 1395 0.464700
1345 9908 0.440200
1344 7695 1.264700
1341 4836 -0.302000
1340 4842 0.005000
1340 949 0.464400
1334 54 0.342800
1330 4667 -0.530100
1329 9685 -0.123800
1328 177 -0.078400
1327 8199 -1.293700
1327 5723 -0.076300
1327 4794 1.316700
1326 8084 0.626600
1326 4929 0.358500
1326 2972 0.218100
1325 5757 -0.308300
1324 1021 -0.061600
1322 388 0.433400
1321 9679 -0.389700
1321 1493 -0.062300
1320 1573 -0.858300
1319 2022 0.293800
1315 9611 -0.389600
1314 6169 -2.307600
1314 5024 0.108600
1312 9092 -0.824100
1311 7896 0.258600
1311 737 0.976000
1308 2138 1.191300
1307 8094 -1.443400
1307 7348 0.623400
1306 7746 0.724000
1305 2011 1.013500
1303 9151 0.196700
1303 3206 -0.098000
1302 7896 -0.863200
1301 8622 0.327300
1300 4178 0.333800
1299 4141 1.847000
1298 7055 0.639100
1298 1058 0.290600
1297 7481 0.235200
1297 2931 0.341500
1296 7714 -0.751900
1296 7415 -1.041700
1296 2459 0.604800
1296 1402 -0.083600
1296 947 -0.030100
1295 8227 1.190000
1294 3243 -1.432900
1294 1837 -0.473300
1293 9224 0.012700
1292 4055 -1.381700
1292 2431 -0.006800
1290 7516 -1.217400
1290 3791 1.884500
1289 4248 0.957900
1289 3939 1.636400
1288 9083 -0.162400
1285 6818 -1.239600
1285 1483 -0.164200
1284 7915 0.829200
1284 3308 0.410100
1283 7179 -0.730200
1282 9215 0.525500
1282 8624 0.348100
1281 2433 -0.216200
1280 1370 -0.839100
1278 3285 1.099300
1276 9536 -1.656600
1272 2327 0.059000
1271 6681 1.440800
1271 5993 1.149100
1271 3605 -1.030200
1271 3027 0.067700
1270 6075 -0.547500
1269 4220 -0.349900
1268 8782 -0.680800
1268 534 1.157000
1267 6003 0.527900
1266 2968 0.735500
1265 7485 0.791100
1264 9808 1.731300
1264 6160 0.464300
1262 2022 -0.043900
1261 9999 0.766600
1260 5397 0.675400
1259 9234 1.020600
1256 3367 -0.855200
1255 3420 1.694300
1255 439 -0.305800
1253 5887 0.097400
1251 8879 -0.383600
1251 7716 -0.685900
1248 3836 -0.289800
1247 2687 -0.172900
1246 8968 1.822700
1246 5769 -0.914600
1246 5198 -0.228000
1245 3299 1.347500
1244 8834 0.831900
1244 4256 -0.691900
1244 250 0.611100
1242 8033 0.325300
1241 9022 -0.673600
1240 2398 -0.171600
1239 9220 0.832500
1234 1513 -2.260500
1233 1394 -1.260600
1232 2819 -1.557500
1230 6028 -0.662800
1229 2599 0.667600
1228 8140 1.618900
1227 2571 0.943900
1226 5034 -0.797400
1226 795 -0.084500
1226 332 0.851100
1225 1031 -1.407300
1224 8136 -1.050500
1224 7586 1.073400
1224 699 -0.356100
1222 6243 1.092000
1221 9791 -0.427600
1221 8138 -1.232000
1221 7028 0.351200
1221 2717 0.240700
1221 1621 0.824100
1219 7629 1.096300
1218 4407 -1.105500
1218 1219 0.637800
1217 389 0.194100
1214 9713 -0.194200
1214 6528 -1.922100
1214 5694 0.106500
1213 1242 2.183700
1211 5902 -1.704500
1210 5532 -0.062700
1209 6321 0.138300
1209 435 0.082300
1206 8193 0.700600
1206 5358 0.164900
1205 6306 0.239100
1203 8083 0.638600
1203 5175 -1.454700
1203 1225 1.191800
1200 7874 0.476300
1200 1896 -2.277000
1199 5545 1.327500
1198 8859 1.020800
1198 3276 -0.308000
1193 4722 -0.986800
1192 6746 0.421700
1191 3771 -1.782100
1191 1090 1.368200
1188 4047 -1.827100
1186 4885 1.267000
1186 4555 -0.093900
1185 5032 -2.462200
1183 1796 2.055000
1182 5150 -0.653900
1181 6045 -0.391400
1178 7031 0.178100
1177 2621 0.108100
1177 1354 -0.710300
1177 1104 1.106400
1175 928 1.089900
1174 7563 0.218800
1174 7102 1.150000
1174 6941 1.385800
1174 4437 1.494100
1174 622 -0.947500
1173 5774 0.601400
1173 4770 1.163600
1172 9712 0.329000
1172 3417 -1.134900
1171 3082 1.912000
1168 6987 -3.068700
1168 1468 -0.199200
1167 6786 -0.707100
1167 3378 1.534600
1166 5094 -2.058200
1165 5909 -1.684800
1165 1200 1.054400
1164 6586 -0.054800
1164 4872 0.499700
1163 1564 0.188500
1163 1092 -0.596300
1163 30 -0.608800
1162 924 1.876700
1160 1481 0.386500
1157 7251 -1.155300
1156 1928 1.542700
1155 5986 -2.813700
1155 2731 -0.600400
1154 7476 0.517000
1154 6982 1.010700
1154 1919 -0.643500
1153 4017 -0.247700
1152 2091 -0.929100
1151 9741 0.869200
1151 7993 -0.251400
1150 9809 1.749500
1149 9899 0.860900
1149 6646 -0.963500
1148 2030 0.362900
1148 1779 -0.359900
1147 8769 0.347500
1146 9352 -0.780600
1146 9054 -0.187500
1146 8579 -0.789500
1146 8558 -0.723100
1146 4497 -0.339500
1146 4237 0.086800
1145 3273 1.371300
1144 65 0.835400
1143 5721 -0.702500
1143 5676 -1.423600
1142 9604 1.643600
1142 4904 0.194500
